family_id temporary_sample_id original_sample_id
GSPZ000001 German_Spitz_556 GSPZ000001
GSPZ000003 German_Spitz_557 GSPZ000003
GSPZ000004 German_Spitz_558 GSPZ000004
GSPZ000006 German_Spitz_559 GSPZ000006
GSZG000001 German_Giant_Spitz_560 GSZG000001
GSZG000003 German_Giant_Spitz_561 GSZG000003
GSZG000004 German_Giant_Spitz_562 GSZG000004
GSZG000005 German_Giant_Spitz_563 GSZG000005
GSZG000006 German_Giant_Spitz_564 GSZG000006
GSZM000002 German_Spitz_Mittel_565 GSZM000002
GSZM000003 German_Spitz_Mittel_566 GSZM000003
GSZM000006 German_Spitz_Mittel_567 GSZM000006
GSZM000009 German_Spitz_Mittel_568 GSZM000009
GSZM000012 German_Spitz_Mittel_569 GSZM000012
GW004 German_Wirehaired_Pointer_570 GW004
GWHP000001 German_Wirehaired_Pointer_571 GWHP000001
GWHP000003 German_Wirehaired_Pointer_572 GWHP000003
GWHP000004 German_Wirehaired_Pointer_573 GWHP000004
GWHP000005 German_Wirehaired_Pointer_574 GWHP000005
GY391 Greyhound_575 GY391
GY393 Greyhound_576 GY393
GY416 Greyhound_577 GY416
GY432 Greyhound_578 GY432
HA008_SEA02120 Havanese_579 HA008_SEA02120
HA009_SEA02121 Havanese_580 HA009_SEA02121
HAVA000001 Havanese_581 HAVA000001
HAVA000002 Havanese_582 HAVA000002
HELH000001 Hellenic_Hound_583 HELH000001
HTSV000001 Hamiltonstovare_584 HTSV000001
HTSV000002 Hamiltonstovare_585 HTSV000002
HTSV000003 Hamiltonstovare_586 HTSV000003
HTSV000004 Hamiltonstovare_587 HTSV000004
HTSV000006 Hamiltonstovare_588 HTSV000006
HW015 Hovawart_589 HW015
HW214 Hovawart_590 HW214
HW798 Hovawart_591 HW798
HWHP000001 Vizsla_592 HWHP000001
IBIZ000002 Ibizan_Hound_593 IBIZ000002
IBIZ000003 Ibizan_Hound_594 IBIZ000003
IBIZ000008 Ibizan_Hound_595 IBIZ000008
IBIZ000009 Ibizan_Hound_596 IBIZ000009
IBIZ000012 Ibizan_Hound_597 IBIZ000012
ICES000001 Icelandic_Sheepdog_598 ICES000001
ICES000002 Icelandic_Sheepdog_599 ICES000002
ICES000003 Icelandic_Sheepdog_600 ICES000003
ICES000004 Icelandic_Sheepdog_601 ICES000004
ICES000005 Icelandic_Sheepdog_602 ICES000005
JSPZ000003 Japanese_Spitz_603 JSPZ000003
JSPZ000004 Japanese_Spitz_604 JSPZ000004
JSPZ000006 Japanese_Spitz_605 JSPZ000006
JSPZ000011 Japanese_Spitz_606 JSPZ000011
JSPZ000012 Japanese_Spitz_607 JSPZ000012
JT007 German_Hunting_Terrier_608 JT007
KAIK000001 Kai_Ken_609 KAIK000001
KAIK000002 Kai_Ken_610 KAIK000002
KAIK000003 Kai_Ken_611 KAIK000003
KAIK000004 Kai_Ken_612 KAIK000004
KAIK000005 Kai_Ken_613 KAIK000005
KANG000002 Anatolian_Shepherd_Dog_614 KANG000002
KEES000002 Keeshond_615 KEES000002
KEES000006 Keeshond_616 KEES000006
KEES000007 Keeshond_617 KEES000007
KEES000008 Keeshond_618 KEES000008
KEES000009 Keeshond_619 KEES000009
KKM018 Dachshund_Wire_Haired_620 KKM018
KKM194 Dachshund_Wire_Haired_621 KKM194
KKM195 Dachshund_Wire_Haired_622 KKM195
KKM198 Dachshund_Wire_Haired_623 KKM198
KKM206 Dachshund_Wire_Haired_624 KKM206
KM1 Kunming_Dog_625 KM1
KM2 Kunming_Dog_626 KM2
KM3 Kunming_Dog_627 KM3
KM4 Kunming_Dog_628 KM4
KM5 Kunming_Dog_629 KM5
KMUM000001 Small_Munsterlander_630 KMUM000001
KMUM000002 Small_Munsterlander_631 KMUM000002
KMUM000004 Small_Munsterlander_632 KMUM000004
KMUM000005 Small_Munsterlander_633 KMUM000005
KMUM000007 Small_Munsterlander_634 KMUM000007
KROM000001 Kromfohrlander_635 KROM000001
KROM000003 Kromfohrlander_636 KROM000003
KROM000005 Kromfohrlander_637 KROM000005
KROM000006 Kromfohrlander_638 KROM000006
KROM000007 Kromfohrlander_639 KROM000007
KUVZ000003 Kuvasz_640 KUVZ000003
KUVZ000004 Kuvasz_641 KUVZ000004
KUVZ000006 Kuvasz_642 KUVZ000006
KUVZ000007 Kuvasz_643 KUVZ000007
KUVZ000008 Kuvasz_644 KUVZ000008
LAEK000001 Belgian_Laekenois_645 LAEK000001
LAEK000002 Belgian_Laekenois_646 LAEK000002
LAEK000003 Belgian_Laekenois_647 LAEK000003
LAEK000004 Belgian_Laekenois_648 LAEK000004
LAEK000005 Belgian_Laekenois_649 LAEK000005
LAGO000001 Lagotto_Romagnolo_650 LAGO000001
LAGO000002 Lagotto_Romagnolo_651 LAGO000002
LAGO000004 Lagotto_Romagnolo_652 LAGO000004
LAKE000001 Lakeland_Terrier_653 LAKE000001
LAKE000002 Lakeland_Terrier_654 LAKE000002
LAKE000003 Lakeland_Terrier_655 LAKE000003
LAKE000005 Lakeland_Terrier_656 LAKE000005
LAKE000006 Lakeland_Terrier_657 LAKE000006
LANC000001 Lancashire_Heeler_658 LANC000001
LANC000002 Lancashire_Heeler_659 LANC000002
LANC000003 Lancashire_Heeler_660 LANC000003
LANC000004 Lancashire_Heeler_661 LANC000004
LANC000005 Lancashire_Heeler_662 LANC000005
LB0139 Leonberger_663 LB0139
LB214 Leonberger_664 LB214
LB1848 Leonberger_665 LB1848
LB3906 Leonberger_666 LB3906
LB5378 Leonberger_667 LB5378
LDSR000001 Landseer_668 LDSR000001
LDSR000002 Landseer_669 LDSR000002
LDSR000003 Landseer_670 LDSR000003
LDSR000004 Landseer_671 LDSR000004
LEOP000002 Catahoula_Leopard_Dog_672 LEOP000002
LEOP000003 Catahoula_Leopard_Dog_673 LEOP000003
LEOP000005 Catahoula_Leopard_Dog_674 LEOP000005
LEOP000009 Catahoula_Leopard_Dog_675 LEOP000009
LEOP000010 Catahoula_Leopard_Dog_676 LEOP000010
LHSA000001 Lhasa_Apso_677 LHSA000001
LHSA000005 Lhasa_Apso_678 LHSA000005
LHSA000006 Lhasa_Apso_679 LHSA000006
LHSA000007 Lhasa_Apso_680 LHSA000007
LHSA000008 Lhasa_Apso_681 LHSA000008
LN048 Landseer_682 LN048
LR494 Lagotto_Romagnolo_683 LR494
LR753 Lagotto_Romagnolo_684 LR753
MAAG000001 Magyar_Agar_685 MAAG000001
MAAG000003 Magyar_Agar_686 MAAG000003
MAAG000004 Magyar_Agar_687 MAAG000004
MAAG000005 Magyar_Agar_688 MAAG000005
MAAG000006 Magyar_Agar_689 MAAG000006
MANT000001 Manchester_Terrier_690 MANT000001
MANT000004 Manchester_Terrier_691 MANT000004
MANT000005 Manchester_Terrier_692 MANT000005
MANT000006 Manchester_Terrier_693 MANT000006
MANT000008 Manchester_Terrier_694 MANT000008
MARM000001 Maremma_Sheepdog_695 MARM000001
MARM000002 Maremma_Sheepdog_696 MARM000002
MARM000004 Maremma_Sheepdog_697 MARM000004
MARM000005 Maremma_Sheepdog_698 MARM000005
MARM000006 Maremma_Sheepdog_699 MARM000006
MAST000001 Mastiff_700 MAST000001
MAST000002 Mastiff_701 MAST000002
MAST000003 Mastiff_702 MAST000003
MAST000006 Mastiff_703 MAST000006
MBLT000001 Miniature_Bull_Terrier_704 MBLT000001
MBLT000002 Miniature_Bull_Terrier_705 MBLT000002
MBLT000003 Miniature_Bull_Terrier_706 MBLT000003
MBLT000004 Miniature_Bull_Terrier_707 MBLT000004
MP011_CAN00015 Pug_708 MP011_CAN00015
MUDI000001 Mudi_709 MUDI000001
MUDI000002 Mudi_710 MUDI000002
MUDI000003 Mudi_711 MUDI000003
MUDI000005 Mudi_712 MUDI000005
MUDI000006 Mudi_713 MUDI000006
NBUH000001 Norwegian_Buhund_714 NBUH000001
NBUH000003 Norwegian_Buhund_715 NBUH000003
NBUH000004 Norwegian_Buhund_716 NBUH000004
NBUH000005 Norwegian_Buhund_717 NBUH000005
NBUH000006 Norwegian_Buhund_718 NBUH000006
NEAP000001 Neapolitan_Mastiff_719 NEAP000001
NEAP000002 Neapolitan_Mastiff_720 NEAP000002
NEAP000003 Neapolitan_Mastiff_721 NEAP000003
NEAP000004 Neapolitan_Mastiff_722 NEAP000004
NEAP000005 Neapolitan_Mastiff_723 NEAP000005
NELK000001 Norwegian_Elkhound_724 NELK000001
NELK000002 Norwegian_Elkhound_725 NELK000002
NELK000003 Norwegian_Elkhound_726 NELK000003
NELK000004 Norwegian_Elkhound_727 NELK000004
NELK000006 Norwegian_Elkhound_728 NELK000006
NEWF000003 Newfoundland_729 NEWF000003
NF492 Newfoundland_730 NF492
NLUN000001 Norwegian_Lundehund_731 NLUN000001
NLUN000002 Norwegian_Lundehund_732 NLUN000002
NLUN000003 Norwegian_Lundehund_733 NLUN000003
NLUN000004 Norwegian_Lundehund_734 NLUN000004
NLUN000005 Norwegian_Lundehund_735 NLUN000005
NORB000001 Norrbottenspitz_736 NORB000001
NORB000002 Norrbottenspitz_737 NORB000002
NORB000003 Norrbottenspitz_738 NORB000003
NORB000004 Norrbottenspitz_739 NORB000004
NORB000005 Norrbottenspitz_740 NORB000005
NORF000001 Norfolk_Terrier_741 NORF000001
NORF000004 Norfolk_Terrier_742 NORF000004
NORF000005 Norfolk_Terrier_743 NORF000005
NORF000006 Norfolk_Terrier_744 NORF000006
NORF000007 Norfolk_Terrier_745 NORF000007
NOWT000001 Norwich_Terrier_746 NOWT000001
NOWT000002 Norwich_Terrier_747 NOWT000002
NOWT000003 Norwich_Terrier_748 NOWT000003
NOWT000004 Norwich_Terrier_749 NOWT000004
NW152 Norwich_Terrier_750 NW152
OLES000003 Old_English_Sheepdog_751 OLES000003
OLES000004 Old_English_Sheepdog_752 OLES000004
OLES000005 Old_English_Sheepdog_753 OLES000005
OLES000007 Old_English_Sheepdog_754 OLES000007
OLGS000006 German_Shepherd_755 OLGS000006
OS001 Old_English_Sheepdog_756 OS001
OTTR000001 Otterhound_757 OTTR000001
OTTR000002 Otterhound_758 OTTR000002
OTTR000005 Otterhound_759 OTTR000005
OTTR000006 Otterhound_760 OTTR000006
OTTR000007 Otterhound_761 OTTR000007
PA073_AMY00153 Continental_Toy_Spaniel_Papillon_762 PA073_AMY00153
PAPI000001 Continental_Toy_Spaniel_Papillon_763 PAPI000001
PAPI000003 Continental_Toy_Spaniel_Papillon_764 PAPI000003
PAPI000004 Continental_Toy_Spaniel_Papillon_765 PAPI000004
PAPI000005 Continental_Toy_Spaniel_Papillon_766 PAPI000005
PASP000003 Pont_Audemer_spaniel_767 PASP000003
PASP000004 Pont_Audemer_spaniel_768 PASP000004
PASP000005 Pont_Audemer_spaniel_769 PASP000005
PASP000006 Pont_Audemer_spaniel_770 PASP000006
PASP000007 Pont_Audemer_spaniel_771 PASP000007
PBGV000001 Petit_Basset_Griffon_Vendeen_772 PBGV000001
PBGV000003 Petit_Basset_Griffon_Vendeen_773 PBGV000003
PBGV000006 Petit_Basset_Griffon_Vendeen_774 PBGV000006
PBGV000008 Petit_Basset_Griffon_Vendeen_775 PBGV000008
PE002 Spanish_Water_Dog_776 PE002
PERH000001 Peruvian_Hairless_777 PERH000001
PERH000002 Peruvian_Hairless_778 PERH000002
PERH000003 Peruvian_Hairless_779 PERH000003
PERH000004 Peruvian_Hairless_780 PERH000004
PERH000005 Peruvian_Hairless_781 PERH000005
PG005_GENEBANK00199 Petit_Basset_Griffon_Vendeen_782 PG005_GENEBANK00199
PHAL000001 Continental_Toy_Spaniel_Phalene_783 PHAL000001
PHAL000002 Continental_Toy_Spaniel_Phalene_784 PHAL000002
PHAL000003 Continental_Toy_Spaniel_Phalene_785 PHAL000003
PHAL000004 Continental_Toy_Spaniel_Phalene_786 PHAL000004
PHAL000005 Continental_Toy_Spaniel_Phalene_787 PHAL000005
PHAR000001 Pharaoh_Hound_788 PHAR000001
PHAR000002 Pharaoh_Hound_789 PHAR000002
PHAR000004 Pharaoh_Hound_790 PHAR000004
PHAR000005 Pharaoh_Hound_791 PHAR000005
PHAR000006 Pharaoh_Hound_792 PHAR000006
PISH000001 Picardy_Shepherd_793 PISH000001
PISH000002 Picardy_Shepherd_794 PISH000002
PISH000004 Picardy_Shepherd_795 PISH000004
PISH000005 Picardy_Shepherd_796 PISH000005
PL159__D00382 Standard_Poodle_797 PL159__D00382
PL162__D00477 Standard_Poodle_798 PL162__D00477
PL164__D00817 Standard_Poodle_799 PL164__D00817
POLG000001 Polish_Greyhound_800 POLG000001
POLG000002 Polish_Greyhound_801 POLG000002
POLG000004 Polish_Greyhound_802 POLG000004
POLG000005 Polish_Greyhound_803 POLG000005
POLG000006 Polish_Greyhound_804 POLG000006
POLS000003 Polish_Tatra_Sheepdog_805 POLS000003
POM109 Pomeranian_806 POM109
POM545 Pomeranian_807 POM545
POSD000001 Portuguese_Sheepdog_808 POSD000001
POSD000002 Portuguese_Sheepdog_809 POSD000002
POSD000004 Portuguese_Sheepdog_810 POSD000004
POSD000005 Portuguese_Sheepdog_811 POSD000005
POSD000006 Portuguese_Sheepdog_812 POSD000006
PRKR000001 Prague_Ratter_813 PRKR000001
PRKR000002 Prague_Ratter_814 PRKR000002
PRKR000003 Prague_Ratter_815 PRKR000003
PRKR000004 Prague_Ratter_816 PRKR000004
PTAS000001 Polish_Tatra_Sheepdog_817 PTAS000001
PTAS000003 Polish_Tatra_Sheepdog_818 PTAS000003
PTAS000004 Polish_Tatra_Sheepdog_819 PTAS000004
PTAS000006 Polish_Tatra_Sheepdog_820 PTAS000006
PTWD000003 Portuguese_Water_Dog_821 PTWD000003
PUDL000004 English_Pointer_822 PUDL000004
PULI000001 Puli_823 PULI000001
PULI000002 Puli_824 PULI000002
PULI000003 Puli_825 PULI000003
PULI000004 Puli_826 PULI000004
PULI000005 Puli_827 PULI000005
PUMI000001 Pumi_828 PUMI000001
PUMI000002 Pumi_829 PUMI000002
PUMI000003 Pumi_830 PUMI000003
PUMI000004 Pumi_831 PUMI000004
PUMI000006 Pumi_832 PUMI000006
PYMF000001 Pyrenean_Mastiff_833 PYMF000001
PYMF000002 Pyrenean_Mastiff_834 PYMF000002
PYMF000004 Pyrenean_Mastiff_835 PYMF000004
PYMF000005 Pyrenean_Mastiff_836 PYMF000005
PYMF000006 Pyrenean_Mastiff_837 PYMF000006
PYSH000004 Pyrenean_Shepherd_838 PYSH000004
PYSH000005 Pyrenean_Shepherd_839 PYSH000005
PYSH000006 Pyrenean_Shepherd_840 PYSH000006
PYSH000009 Pyrenean_Shepherd_841 PYSH000009
PYSH000011 Pyrenean_Shepherd_842 PYSH000011
RHOD000001 Rhodesian_Ridgeback_843 RHOD000001
RO2 Rottweiler_844 RO2
ROS.gDNA.SID00115 Pug_845 ROS.gDNA.SID00115
ROS.gDNA.SID00400 Whippet_846 ROS.gDNA.SID00400
ROS.gDNA.SID00434 Bichon_Frise_847 ROS.gDNA.SID00434
ROS.gDNA.SID00488 Pug_848 ROS.gDNA.SID00488
ROS.gDNA.SID00539 Bichon_Frise_849 ROS.gDNA.SID00539
ROS.gDNA.SID00860 Saluki_850 ROS.gDNA.SID00860
ROS.gDNA.SID01169 Pug_851 ROS.gDNA.SID01169
ROS.gDNA.SID01232 Bull_Terrier_852 ROS.gDNA.SID01232
ROS.gDNA.SID01737 Dogue_de_Bordeaux_853 ROS.gDNA.SID01737
ROS.gDNA.SID01899 Japanese_Chin_854 ROS.gDNA.SID01899
ROS.gDNA.SID02770 Pug_855 ROS.gDNA.SID02770
RR320 Rhodesian_Ridgeback_856 RR320
RTOY000002 Russian_Toy_857 RTOY000002
RUSH000001 Russian_Hound_858 RUSH000001
RUSH000002 Russian_Hound_859 RUSH000002
RUSH000003 Russian_Hound_860 RUSH000003
RUSH000004 Russian_Hound_861 RUSH000004
RUSH000005 Russian_Hound_862 RUSH000005
RUTY000001 Russian_Toy_863 RUTY000001
RUTY000002 Russian_Toy_864 RUTY000002
RUTY000003 Russian_Toy_865 RUTY000003
RUTY000004 Russian_Toy_866 RUTY000004
SAAR000002 Saarloos_Wolfdog_867 SAAR000002
SAAR000003 Saarloos_Wolfdog_868 SAAR000003
SAAR000004 Saarloos_Wolfdog_869 SAAR000004
SALU000002 Saluki_870 SALU000002
SALU000003 Saluki_871 SALU000003
SAMO000001 Samoyed_872 SAMO000001
SAMO000002 Samoyed_873 SAMO000002
SAMO000003 Samoyed_874 SAMO000003
SAMO000004 Samoyed_875 SAMO000004
SEAL000002 Sealyham_Terrier_876 SEAL000002
SEAL000005 Sealyham_Terrier_877 SEAL000005
SEAL000007 Sealyham_Terrier_878 SEAL000007
SEAL000008 Sealyham_Terrier_879 SEAL000008
SEAL000009 Sealyham_Terrier_880 SEAL000009
SG005 Sloughi_881 SG005
SG008 Sloughi_882 SG008
SH010 Greater_Swiss_Mountain_Dog_883 SH010
SHAR000002 Chinese_Shar_Pei_884 SHAR000002
SHAR000003 Chinese_Shar_Pei_885 SHAR000003
SHIH000001 Shih_Tzu_886 SHIH000001
SHIH000002 Shih_Tzu_887 SHIH000002
SHIH000003 Shih_Tzu_888 SHIH000003
SID00101 Cavalier_King_Charles_Spaniel_889 SID00101
SID00110 American_Bulldog_890 SID00110
SID00122 Boxer_891 SID00122
SID00354 Dogue_de_Bordeaux_892 SID00354
SILK000002 Silky_Terrier_893 SILK000002
SILK000003 Silky_Terrier_894 SILK000003
SKIP000003 Schipperke_895 SKIP000003
SKIP000004 Schipperke_896 SKIP000004
SKIP000005 Schipperke_897 SKIP000005
SKIP000006 Schipperke_898 SKIP000006
SLCU000001 Slovak_Cuvac_899 SLCU000001
SLCU000002 Slovak_Cuvac_900 SLCU000002
SLCU000004 Slovak_Cuvac_901 SLCU000004
SLCU000005 Slovak_Cuvac_902 SLCU000005
SLCU000006 Slovak_Cuvac_903 SLCU000006
SLK013 Finnish_Lapphund_904 SLK013
SLK351B1 Finnish_Lapphund_905 SLK351B1
SLK642 Finnish_Lapphund_906 SLK642
SLK658 Finnish_Lapphund_907 SLK658
SLK692 Finnish_Lapphund_908 SLK692
SLOU000001 Sloughi_909 SLOU000001
SLOU000002 Sloughi_910 SLOU000002
SLOU000003 Sloughi_911 SLOU000003
SMFX000001 Smooth_Fox_Terrier_912 SMFX000001
SMFX000002 Smooth_Fox_Terrier_913 SMFX000002
SMFX000004 Smooth_Fox_Terrier_914 SMFX000004
SMSH000002 Small_Swiss_Hound_915 SMSH000002
SMSH000003 Small_Swiss_Hound_916 SMSH000003
SMSH000004 Small_Swiss_Hound_917 SMSH000004
SMSH000005 Small_Swiss_Hound_918 SMSH000005
SMSH000011 Small_Swiss_Hound_919 SMSH000011
SP201 German_Shepherd_920 SP201
SP1022 German_Shepherd_921 SP1022
SP1042 German_Shepherd_922 SP1042
SPEI000002 Chinese_Shar_Pei_923 SPEI000002
SPEI000003 Chinese_Shar_Pei_924 SPEI000003
SPEI000005 Chinese_Shar_Pei_925 SPEI000005
SPIN000001 Spinone_Italiano_926 SPIN000001
SPIN000002 Spinone_Italiano_927 SPIN000002
SPIN000005 Spinone_Italiano_928 SPIN000005
SPIN000007 Spinone_Italiano_929 SPIN000007
SPIN000008 Spinone_Italiano_930 SPIN000008
SPMT000001 Spanish_Mastiff_931 SPMT000001
SPMT000002 Spanish_Mastiff_932 SPMT000002
SPMT000003 Spanish_Mastiff_933 SPMT000003
SPMT000005 Spanish_Mastiff_934 SPMT000005
SPMT000006 Spanish_Mastiff_935 SPMT000006
SPWD000001 Spanish_Water_Dog_936 SPWD000001
SPWD000002 Spanish_Water_Dog_937 SPWD000002
SPWD000003 Spanish_Water_Dog_938 SPWD000003
SPWD000004 Spanish_Water_Dog_939 SPWD000004
SRR2094387 Border_Collie_940 SRR2094387
SRR2094396 Mastiff_941 SRR2094396
SRR2094399 Greyhound_942 SRR2094399
SRR2094407 Rhodesian_Ridgeback_943 SRR2094407
SRR2094408 Saluki_944 SRR2094408
SRR2095316 Cocker_Spaniel_945 SRR2095316
SRR2095321 Great_Pyrenees_946 SRR2095321
SRR2095325 Standard_Poodle_947 SRR2095325
SRR2095463 Bernese_Mountain_Dog_948 SRR2095463
SRR2095469 Bloodhound_949 SRR2095469
SRR2095478 Chihuahua_950 SRR2095478
SRR2095479 Cocker_Spaniel_951 SRR2095479
SRR2095480 Flat_Coated_Retriever_952 SRR2095480
SRR2095487 Flat_Coated_Retriever_953 SRR2095487
SRR2095501 Rottweiler_954 SRR2095501
SRR2095503 Saluki_955 SRR2095503
SRR5190663 Collie_956 SRR5190663
SRR7120196 Portuguese_Water_Dog_957 SRR7120196
SRR7120198 Portuguese_Water_Dog_958 SRR7120198
SRR7120199 Portuguese_Water_Dog_959 SRR7120199
SRR7120203 Portuguese_Water_Dog_960 SRR7120203
SRR7120204 Rottweiler_961 SRR7120204
SRR7120207 Rottweiler_962 SRR7120207
SRR7120208 Rottweiler_963 SRR7120208
SRR7120211 Samoyed_964 SRR7120211
SRS833812 Black_Russian_Terrier_965 SRS833812
SRS932143 Standard_Poodle_966 SRS932143
SRS932145 Tibetan_Terrier_967 SRS932145
SRS932146 Picardy_Shepherd_968 SRS932146
SRS932148 Tibetan_Terrier_969 SRS932148
SRS932153 West_Highland_White_Terrier_970 SRS932153
SRS932158 Basenji_971 SRS932158
SS004 Shetland_Sheepdog_972 SS004
SSHP000001 Shetland_Sheepdog_973 SSHP000001
SSHP000002 Shetland_Sheepdog_974 SSHP000002
SSHP000003 Shetland_Sheepdog_975 SSHP000003
STAF000001 Staffordshire_Bull_Terrier_976 STAF000001
STAF000002 Staffordshire_Bull_Terrier_977 STAF000002
STB24 Saint_Bernard_978 STB24
STBD000002 Saint_Bernard_979 STBD000002
STBD000003 Saint_Bernard_980 STBD000003
STBD000007 Saint_Bernard_981 STBD000007
STBD000009 Saint_Bernard_982 STBD000009
SUSX000001 Sussex_Spaniel_983 SUSX000001
SUSX000002 Sussex_Spaniel_984 SUSX000002
SUSX000003 Sussex_Spaniel_985 SUSX000003
SUSX000004 Sussex_Spaniel_986 SUSX000004
SUSX000005 Sussex_Spaniel_987 SUSX000005
SVAL000007 Swedish_Vallhund_988 SVAL000007
SVAL000008 Swedish_Vallhund_989 SVAL000008
SVAL000009 Swedish_Vallhund_990 SVAL000009
SVAL000010 Swedish_Vallhund_991 SVAL000010
SV_25951 Swedish_Vallhund_992 SV_25951
SWHN000001 Swiss_Hound_993 SWHN000001
SWHN000002 Swiss_Hound_994 SWHN000002
SWHN000003 Swiss_Hound_995 SWHN000003
SWHN000008 Swiss_Hound_996 SWHN000008
SWHN000012 Swiss_Hound_997 SWHN000012
SWWE000001 Swedish_White_Elkhound_998 SWWE000001
SWWE000004 Swedish_White_Elkhound_999 SWWE000004
SWWE000005 Swedish_White_Elkhound_1000 SWWE000005
SWWE000006 Swedish_White_Elkhound_1001 SWWE000006
SWWE000007 Swedish_White_Elkhound_1002 SWWE000007
SZ004__PER00751 Shih_Tzu_1003 SZ004__PER00751
SZ005_SEA05009 Shih_Tzu_1004 SZ005_SEA05009
externT231 Nova_Scotia_Duck_Tolling_Retriever_1005 externT231
externT583 Nova_Scotia_Duck_Tolling_Retriever_1006 externT583
externT586 Nova_Scotia_Duck_Tolling_Retriever_1007 externT586
externT632 Nova_Scotia_Duck_Tolling_Retriever_1008 externT632
TERV000001 Cardigan_Welsh_Corgi_1009 TERV000001
THAI000001 Thai_Ridgeback_1010 THAI000001
THAI000003 Thai_Ridgeback_1011 THAI000003
THAI000004 Thai_Ridgeback_1012 THAI000004
THAI000005 Thai_Ridgeback_1013 THAI000005
THAI000008 Thai_Ridgeback_1014 THAI000008
TIBT000001 Tibetan_Terrier_1015 TIBT000001
TIBT000002 Tibetan_Terrier_1016 TIBT000002
TIBT000003 Tibetan_Terrier_1017 TIBT000003
TM1 Tibetan_Mastiff_1018 TM1
TM2 Tibetan_Mastiff_1019 TM2
TM4 Tibetan_Mastiff_1020 TM4
TM10 Tibetan_Mastiff_1021 TM10
TURM000001 Turkish_Mastiff_1022 TURM000001
TURM000002 Turkish_Mastiff_1023 TURM000002
TURM000003 Turkish_Mastiff_1024 TURM000003
TURM000004 Turkish_Mastiff_1025 TURM000004
TURM000005 Turkish_Mastiff_1026 TURM000005
TYFX000002 Toy_Fox_Terrier_1027 TYFX000002
TYFX000006 Toy_Fox_Terrier_1028 TYFX000006
TYFX000007 Toy_Fox_Terrier_1029 TYFX000007
TYFX000008 Toy_Fox_Terrier_1030 TYFX000008
TYFX000009 Toy_Fox_Terrier_1031 TYFX000009
VIZS000001 Vizsla_1032 VIZS000001
VIZS000004 Vizsla_1033 VIZS000004
VIZS000006 Vizsla_1034 VIZS000006
VIZS000007 Vizsla_1035 VIZS000007
VPIN000002 Volpino_Italiano_1036 VPIN000002
VPIN000003 Volpino_Italiano_1037 VPIN000003
VPIN000004 Volpino_Italiano_1038 VPIN000004
VPIN000005 Volpino_Italiano_1039 VPIN000005
VPIN000006 Volpino_Italiano_1040 VPIN000006
WE006 Weimaraner_1041 WE006
WE008 Weimaraner_1042 WE008
WEIM000001 Weimaraner_1043 WEIM000001
WEIM000002 Weimaraner_1044 WEIM000002
WEIM000003 Weimaraner_1045 WEIM000003
WELT000001 Welsh_Terrier_1046 WELT000001
WELT000002 Welsh_Terrier_1047 WELT000002
WELT000003 Welsh_Terrier_1048 WELT000003
WELT000004 Welsh_Terrier_1049 WELT000004
WELT000005 Welsh_Terrier_1050 WELT000005
WG0311193-DNA_G11_31001801031567 Alaskan_Husky_1051 WG0311193-DNA_G11_31001801031567
WG0311223-DNA_E09_31001709391254 Stabyhoun_1052 WG0311223-DNA_E09_31001709391254
WG0311230-DNA_E10_31001801033975 Alaskan_Husky_1053 WG0311230-DNA_E10_31001801033975
WG0311230-DNA_F02_31001801035324 Alaskan_Husky_1054 WG0311230-DNA_F02_31001801035324
WG0311448-DNA_B07_31001804053730 Alaskan_Husky_1055 WG0311448-DNA_B07_31001804053730
WG0311450-DNA_G04_31001804050744 Alaskan_Husky_1056 WG0311450-DNA_G04_31001804050744
WG0342360-DNA_A02_20220927_29965 Pomeranian_1057 WG0342360-DNA_A02_20220927_29965
WG0342360-DNA_D09_20220927_31820 Pomeranian_1058 WG0342360-DNA_D09_20220927_31820
WG0342360-DNA_F05_20220927_30848 Pomeranian_1059 WG0342360-DNA_F05_20220927_30848
WG0342361-DNA_G04_20220927_21298 Labrador_Retriever_1060 WG0342361-DNA_G04_20220927_21298
WG0342361-DNA_G07_20220927_30071 White_Swiss_Shepherd_Dog_1061 WG0342361-DNA_G07_20220927_30071
WG0342362-DNA_E07_20220927_22099 Labrador_Retriever_1062 WG0342362-DNA_E07_20220927_22099
WG0342363-DNA_E08_20220927_31646 Kooikerhondje_1063 WG0342363-DNA_E08_20220927_31646
WG0342363-DNA_G09_20220927_32129 Flat_Coated_Retriever_1064 WG0342363-DNA_G09_20220927_32129
WG0342363-DNA_G12_20220927_32834 Basset_Hound_1065 WG0342363-DNA_G12_20220927_32834
WG0342363-DNA_H10_20220927_32813 Basset_Hound_1066 WG0342363-DNA_H10_20220927_32813
WG0348071-DNA_F08_31001805241823 Stabyhoun_1067 WG0348071-DNA_F08_31001805241823
WG0348085-DNA_D06_31001805241134 Stabyhoun_1068 WG0348085-DNA_D06_31001805241134
WG0348648-DNA_E06_31001810021787 Doberman_Pinscher_1069 WG0348648-DNA_E06_31001810021787
WG0368445-DNA_E06_31201050604285 Saarloos_Wolfdog_1070 WG0368445-DNA_E06_31201050604285
WG0368640-DNA_B05_31200760409328 Tibetan_Mastiff_1071 WG0368640-DNA_B05_31200760409328
WG0368672-DNA_A06_31200952706057 Australian_Shepherd_1072 WG0368672-DNA_A06_31200952706057
WG0368684-DNA_C05_31201051414364 Doberman_Pinscher_1073 WG0368684-DNA_C05_31201051414364
